age,height_cm,weight_kg,preferred_foot,pace,shooting,passing,dribbling,defending,physic,power_stamina,power_strength,value_eur,overall,potential
27,170,68,Left,76.0,36.0,46.0,52.0,50.0,62.0,69,64,80000,55,55
31,182,76,Right,54.0,45.0,52.0,54.0,58.0,64.0,71,61,70000,55,55
30,174,71,Left,58.0,38.0,56.0,54.0,50.0,52.0,58,44,60000,55,55
29,177,74,Right,61.0,57.0,53.0,58.0,54.0,60.0,60,61,80000,55,55
31,186,82,Right,55.0,35.0,49.0,47.0,48.0,66.0,65,72,60000,55,55
16,178,68,Left,68.0,45.0,50.0,59.0,26.0,45.0,54,45,150000,54,80
18,170,63,Left,68.0,55.0,44.0,65.0,20.0,38.0,52,31,160000,54,77
18,175,68,Right,64.0,48.0,50.0,53.0,48.0,47.0,55,42,150000,54,76
17,175,60,Left,68.0,45.0,54.0,59.0,46.0,49.0,64,43,150000,54,76
17,180,77,Right,64.0,47.0,51.0,59.0,39.0,46.0,69,41,150000,54,76
16,187,71,Left,71.0,25.0,41.0,45.0,54.0,56.0,51,58,140000,54,76
18,179,70,Right,69.0,42.0,52.0,56.0,49.0,58.0,60,58,150000,54,75
18,172,62,Left,68.0,43.0,48.0,63.0,35.0,38.0,50,33,150000,54,75
18,170,62,Right,63.0,51.0,54.0,58.0,46.0,42.0,52,34,150000,54,75
17,167,59,Right,78.0,53.0,45.0,61.0,18.0,40.0,59,30,150000,54,75
19,175,69,Right,69.0,55.0,51.0,56.0,28.0,48.0,56,50,160000,54,75
18,178,64,Right,62.0,54.0,43.0,57.0,26.0,48.0,56,44,140000,54,74
19,185,80,Left,58.0,43.0,51.0,50.0,49.0,60.0,66,58,140000,54,74
19,180,72,Left,67.0,29.0,36.0,48.0,53.0,54.0,60,53,140000,54,74
19,185,72,Right,75.0,54.0,37.0,55.0,16.0,48.0,51,50,150000,54,74
17,179,67,Left,68.0,46.0,52.0,56.0,33.0,46.0,53,44,130000,54,74
18,179,67,Right,67.0,50.0,54.0,60.0,51.0,59.0,53,61,140000,54,74
18,176,60,Right,71.0,53.0,41.0,56.0,20.0,42.0,51,39,140000,54,74
17,175,65,Left,66.0,27.0,45.0,52.0,50.0,47.0,55,37,120000,54,74
18,178,71,Left,62.0,29.0,44.0,50.0,52.0,51.0,50,50,130000,54,73
19,174,71,Right,67.0,26.0,40.0,50.0,52.0,50.0,55,45,140000,54,73
19,183,73,Right,53.0,44.0,57.0,56.0,53.0,52.0,34,57,140000,54,73
19,169,56,Right,73.0,47.0,48.0,66.0,32.0,34.0,34,30,150000,54,73
18,188,78,Right,60.0,40.0,54.0,57.0,48.0,56.0,47,61,140000,54,73
17,175,70,Right,63.0,55.0,39.0,54.0,18.0,40.0,48,41,140000,54,73
18,171,63,Right,67.0,55.0,41.0,53.0,22.0,39.0,56,34,140000,54,73
17,174,70,Right,73.0,48.0,46.0,57.0,27.0,48.0,51,54,130000,54,73
19,183,76,Right,56.0,26.0,43.0,47.0,53.0,61.0,53,68,140000,54,72
17,194,87,Right,52.0,27.0,41.0,46.0,53.0,60.0,48,69,130000,54,72
18,178,68,Right,67.0,36.0,48.0,47.0,49.0,48.0,60,39,130000,54,72
18,169,70,Right,73.0,28.0,38.0,47.0,51.0,54.0,66,50,130000,54,72
18,186,77,Right,55.0,26.0,36.0,40.0,51.0,65.0,50,72,130000,54,72
18,176,69,Right,61.0,39.0,54.0,54.0,48.0,57.0,54,59,140000,54,72
19,175,67,Right,74.0,56.0,46.0,57.0,39.0,44.0,45,50,150000,54,72
19,180,76,Right,65.0,46.0,52.0,53.0,52.0,63.0,72,63,140000,54,72
19,191,91,Right,57.0,22.0,35.0,39.0,50.0,70.0,62,80,140000,54,72
18,167,65,Right,63.0,35.0,50.0,50.0,50.0,53.0,59,47,130000,54,72
18,185,75,Left,66.0,31.0,42.0,52.0,51.0,64.0,57,69,130000,54,72
19,170,64,Right,68.0,41.0,54.0,53.0,51.0,48.0,54,41,140000,54,72
19,180,62,Right,67.0,43.0,53.0,56.0,31.0,37.0,35,36,150000,54,71
19,175,69,Left,68.0,28.0,38.0,55.0,51.0,51.0,58,48,140000,54,71
18,175,69,Right,65.0,24.0,38.0,49.0,50.0,57.0,61,58,130000,54,71
19,187,74,Right,68.0,50.0,48.0,57.0,37.0,58.0,62,57,150000,54,71
18,176,70,Right,71.0,29.0,44.0,41.0,50.0,64.0,59,67,130000,54,71
18,177,66,Right,61.0,23.0,36.0,39.0,54.0,59.0,60,63,130000,54,71
19,183,71,Right,64.0,40.0,51.0,59.0,43.0,52.0,64,42,140000,54,71
19,173,68,Right,65.0,41.0,55.0,58.0,40.0,47.0,51,46,150000,54,71
18,194,78,Right,67.0,36.0,43.0,41.0,51.0,61.0,50,69,130000,54,71
19,184,78,Right,69.0,23.0,36.0,48.0,52.0,54.0,52,55,140000,54,71
19,180,70,Right,71.0,40.0,35.0,49.0,49.0,56.0,64,55,140000,54,71
20,186,76,Right,69.0,55.0,38.0,52.0,19.0,61.0,58,71,150000,54,70
20,184,82,Right,58.0,25.0,41.0,40.0,54.0,59.0,55,66,140000,54,70
18,180,70,Left,52.0,28.0,35.0,39.0,57.0,53.0,58,51,130000,54,70
20,172,68,Left,67.0,27.0,36.0,50.0,52.0,55.0,61,51,140000,54,70
19,180,70,Right,80.0,52.0,44.0,57.0,22.0,49.0,59,50,150000,54,70
19,177,69,Right,69.0,55.0,39.0,51.0,18.0,50.0,59,51,150000,54,70
19,176,75,Right,67.0,49.0,55.0,56.0,42.0,52.0,48,56,140000,54,70
20,183,74,Right,77.0,53.0,35.0,51.0,18.0,55.0,50,65,150000,54,70
18,181,77,Right,64.0,49.0,49.0,57.0,38.0,64.0,47,76,140000,54,70
19,193,83,Right,60.0,24.0,36.0,33.0,55.0,55.0,44,61,140000,54,70
18,180,70,Right,52.0,59.0,42.0,51.0,18.0,46.0,50,48,140000,54,70
17,175,67,Right,74.0,49.0,55.0,57.0,44.0,47.0,63,41,130000,54,70
20,172,64,Right,33.0,42.0,51.0,59.0,53.0,49.0,31,53,140000,54,69
20,182,71,Right,67.0,49.0,55.0,55.0,42.0,56.0,64,60,150000,54,69
19,175,70,Right,61.0,47.0,52.0,58.0,40.0,53.0,61,51,140000,54,69
20,170,67,Right,67.0,40.0,50.0,61.0,49.0,49.0,55,43,140000,54,69
19,188,80,Left,76.0,44.0,47.0,38.0,51.0,51.0,54,43,140000,54,69
20,174,68,Right,61.0,42.0,57.0,54.0,41.0,49.0,58,48,150000,54,69
20,173,69,Right,74.0,45.0,48.0,64.0,30.0,46.0,62,36,150000,54,69
20,172,72,Right,65.0,48.0,52.0,55.0,48.0,53.0,61,52,150000,54,69
17,172,65,Right,70.0,49.0,51.0,54.0,26.0,58.0,70,62,130000,54,69
19,180,60,Right,65.0,26.0,30.0,45.0,55.0,66.0,78,66,140000,54,69
20,175,70,Left,62.0,41.0,52.0,54.0,42.0,54.0,65,47,150000,54,69
18,180,75,Right,60.0,22.0,36.0,38.0,54.0,58.0,59,62,130000,54,69
19,186,75,Right,62.0,26.0,31.0,33.0,55.0,63.0,58,70,140000,54,69
18,183,77,Right,69.0,33.0,38.0,47.0,51.0,62.0,59,67,130000,54,69
19,180,72,Right,84.0,46.0,48.0,53.0,28.0,57.0,55,71,150000,54,69
17,180,75,Right,65.0,33.0,42.0,43.0,55.0,44.0,41,43,130000,54,69
20,173,64,Right,70.0,50.0,48.0,56.0,26.0,37.0,56,29,150000,54,69
18,178,65,Left,71.0,33.0,41.0,49.0,48.0,58.0,69,54,130000,54,69
18,174,65,Left,67.0,44.0,49.0,59.0,26.0,45.0,59,40,140000,54,69
18,178,67,Right,65.0,25.0,35.0,53.0,45.0,53.0,77,43,130000,54,69
18,182,77,Right,73.0,51.0,42.0,55.0,27.0,59.0,61,63,140000,54,69
18,177,76,Right,63.0,38.0,49.0,55.0,54.0,53.0,45,55,130000,54,69
21,175,81,Right,60.0,53.0,38.0,50.0,18.0,55.0,52,63,150000,54,68
21,164,54,Right,62.0,37.0,50.0,60.0,51.0,63.0,60,65,150000,54,68
20,175,70,Left,60.0,40.0,49.0,54.0,51.0,49.0,55,54,140000,54,68
19,168,62,Right,62.0,46.0,49.0,62.0,29.0,43.0,33,45,150000,54,68
19,169,60,Right,59.0,42.0,51.0,63.0,32.0,37.0,34,38,150000,54,68
19,185,78,Right,69.0,27.0,43.0,49.0,51.0,56.0,55,58,140000,54,68
18,170,69,Right,69.0,47.0,46.0,58.0,27.0,51.0,53,52,140000,54,68
19,175,69,Right,65.0,41.0,51.0,53.0,46.0,59.0,70,53,140000,54,68
19,171,65,Right,64.0,29.0,44.0,56.0,50.0,48.0,54,41,140000,54,68
20,181,65,Right,63.0,40.0,55.0,56.0,54.0,53.0,58,46,150000,54,68
19,180,67,Left,63.0,43.0,53.0,58.0,48.0,58.0,45,63,140000,54,68
19,179,73,Right,60.0,35.0,52.0,52.0,49.0,60.0,67,58,140000,54,68
20,180,75,Right,69.0,41.0,49.0,57.0,54.0,64.0,71,61,150000,54,68
17,172,63,Right,56.0,35.0,46.0,49.0,53.0,50.0,55,47,130000,54,68
19,179,73,Right,58.0,39.0,56.0,56.0,34.0,52.0,53,54,150000,54,68
17,179,79,Right,66.0,36.0,46.0,49.0,53.0,63.0,69,62,130000,54,68
20,173,61,Right,66.0,39.0,55.0,58.0,28.0,40.0,43,35,150000,54,68
19,185,80,Left,52.0,25.0,43.0,44.0,54.0,57.0,42,63,140000,54,68
18,181,75,Right,66.0,40.0,50.0,56.0,48.0,58.0,63,56,140000,54,68
18,177,72,Right,63.0,51.0,51.0,55.0,42.0,51.0,61,49,140000,54,68
20,180,75,Right,66.0,27.0,38.0,49.0,51.0,57.0,60,57,140000,54,68
21,185,76,Left,47.0,28.0,33.0,35.0,54.0,57.0,36,68,120000,54,67
22,180,75,Right,61.0,26.0,34.0,51.0,55.0,58.0,63,56,120000,54,67
19,178,72,Left,80.0,53.0,40.0,52.0,19.0,49.0,52,55,130000,54,67
22,189,77,Right,61.0,33.0,37.0,38.0,53.0,63.0,62,69,120000,54,67
20,188,74,Right,67.0,45.0,54.0,55.0,50.0,58.0,50,65,120000,54,67
18,177,69,Right,72.0,39.0,46.0,58.0,29.0,45.0,73,29,120000,54,67
19,162,55,Left,63.0,26.0,47.0,56.0,51.0,40.0,49,25,120000,54,67
19,174,71,Left,66.0,55.0,44.0,58.0,15.0,42.0,51,42,120000,54,66
21,198,80,Right,47.0,29.0,31.0,32.0,56.0,63.0,61,69,110000,54,66
19,174,65,Right,69.0,45.0,57.0,60.0,43.0,54.0,50,53,120000,54,66
20,173,70,Left,85.0,42.0,45.0,59.0,40.0,60.0,53,67,120000,54,66
20,179,63,Right,68.0,32.0,45.0,52.0,55.0,49.0,50,48,110000,54,66
21,178,71,Right,56.0,57.0,41.0,59.0,16.0,48.0,53,52,120000,54,66
18,172,62,Right,64.0,38.0,48.0,57.0,51.0,56.0,58,54,100000,54,66
19,183,73,Right,61.0,24.0,34.0,41.0,52.0,65.0,58,69,110000,54,66
20,176,75,Right,59.0,40.0,48.0,52.0,49.0,61.0,71,57,120000,54,66
20,180,72,Right,55.0,50.0,39.0,56.0,23.0,60.0,63,62,120000,54,66
19,185,82,Right,77.0,52.0,39.0,53.0,20.0,56.0,49,70,120000,54,66
19,177,65,Right,68.0,47.0,54.0,60.0,38.0,52.0,47,61,120000,54,66
20,180,73,Right,58.0,51.0,47.0,54.0,33.0,67.0,55,75,120000,54,66
19,181,78,Right,65.0,56.0,37.0,49.0,19.0,55.0,58,60,120000,54,66
21,173,67,Right,68.0,40.0,47.0,52.0,48.0,56.0,63,56,110000,54,65
22,165,64,Left,61.0,43.0,48.0,64.0,29.0,39.0,38,36,120000,54,65
22,183,73,Right,67.0,30.0,42.0,52.0,50.0,58.0,60,59,110000,54,65
21,172,68,Right,62.0,39.0,47.0,51.0,47.0,50.0,65,44,110000,54,65
21,178,70,Right,57.0,54.0,44.0,50.0,47.0,55.0,74,48,110000,54,65
21,185,80,Right,59.0,32.0,42.0,39.0,53.0,63.0,62,68,110000,54,65
18,171,62,Right,62.0,52.0,49.0,54.0,49.0,49.0,52,48,110000,54,65
20,174,70,Right,58.0,42.0,54.0,51.0,45.0,56.0,64,50,120000,54,65
19,185,75,Right,60.0,52.0,35.0,56.0,26.0,57.0,60,57,110000,54,65
22,180,67,Right,64.0,49.0,49.0,57.0,45.0,39.0,48,36,110000,54,64
21,178,70,Right,60.0,42.0,53.0,57.0,48.0,54.0,59,57,110000,54,64
21,185,70,Right,64.0,50.0,51.0,56.0,38.0,50.0,68,46,110000,54,64
19,176,70,Right,64.0,56.0,44.0,60.0,23.0,45.0,50,47,110000,54,64
21,170,67,Right,59.0,35.0,53.0,56.0,43.0,46.0,41,42,110000,54,64
18,175,65,Right,72.0,56.0,39.0,50.0,20.0,45.0,53,45,100000,54,64
20,182,71,Right,63.0,30.0,42.0,42.0,52.0,61.0,53,65,100000,54,64
20,181,69,Right,63.0,44.0,55.0,55.0,53.0,57.0,58,60,110000,54,64
20,170,71,Right,64.0,49.0,53.0,54.0,55.0,59.0,54,60,100000,54,63
21,184,78,Right,64.0,53.0,37.0,49.0,18.0,60.0,70,69,110000,54,63
18,190,83,Right,62.0,52.0,42.0,54.0,31.0,63.0,65,66,100000,54,63
23,184,77,Right,64.0,55.0,44.0,54.0,19.0,53.0,58,60,110000,54,63
21,181,79,Right,58.0,35.0,45.0,46.0,50.0,56.0,53,62,100000,54,63
23,186,81,Left,56.0,56.0,40.0,48.0,18.0,58.0,53,70,110000,54,63
22,187,77,Right,85.0,52.0,37.0,49.0,31.0,62.0,57,70,110000,54,63
18,178,63,Right,58.0,56.0,38.0,58.0,20.0,46.0,54,48,100000,54,63
23,183,81,Right,59.0,55.0,42.0,59.0,19.0,55.0,54,66,110000,54,63
22,183,67,Right,57.0,24.0,37.0,48.0,53.0,56.0,60,56,100000,54,63
22,178,75,Right,66.0,42.0,55.0,57.0,42.0,53.0,63,51,100000,54,63
23,175,72,Right,74.0,39.0,51.0,55.0,37.0,58.0,67,58,100000,54,63
22,190,77,Left,63.0,55.0,44.0,54.0,26.0,50.0,48,57,110000,54,63
20,172,64,Right,66.0,42.0,54.0,52.0,46.0,52.0,64,44,100000,54,63
22,180,72,Right,61.0,42.0,55.0,56.0,53.0,52.0,45,51,100000,54,63
22,175,70,Right,55.0,57.0,45.0,50.0,23.0,47.0,46,54,100000,54,62
23,186,82,Left,41.0,27.0,26.0,30.0,53.0,62.0,39,75,90000,54,62
24,182,75,Right,61.0,31.0,49.0,57.0,55.0,57.0,66,56,90000,54,62
21,181,65,Left,77.0,26.0,34.0,52.0,50.0,50.0,55,46,90000,54,62
21,182,75,Right,75.0,51.0,49.0,56.0,29.0,52.0,53,59,100000,54,62
20,171,60,Right,54.0,43.0,55.0,56.0,35.0,62.0,53,63,100000,54,62
24,183,76,Left,53.0,31.0,43.0,37.0,50.0,67.0,61,77,90000,54,62
20,174,70,Right,72.0,40.0,45.0,52.0,26.0,40.0,83,26,100000,54,62
21,175,70,Right,65.0,46.0,53.0,49.0,25.0,46.0,60,47,100000,54,62
23,196,81,Right,67.0,54.0,42.0,48.0,21.0,61.0,50,73,100000,54,62
20,183,85,Right,58.0,28.0,33.0,37.0,55.0,64.0,65,70,90000,54,62
20,173,68,Right,67.0,28.0,37.0,52.0,52.0,43.0,40,38,90000,54,62
22,183,81,Right,61.0,26.0,30.0,37.0,56.0,58.0,60,61,90000,54,61
23,178,68,Right,68.0,38.0,53.0,57.0,45.0,60.0,72,55,90000,54,61
23,187,85,Right,61.0,47.0,49.0,52.0,42.0,61.0,72,59,90000,54,61
23,191,80,Right,63.0,29.0,41.0,43.0,53.0,63.0,64,68,90000,54,61
24,184,75,Right,50.0,23.0,28.0,34.0,54.0,64.0,59,68,90000,54,61
22,173,73,Right,67.0,27.0,43.0,44.0,53.0,62.0,53,68,90000,54,61
22,174,69,Right,64.0,36.0,58.0,54.0,32.0,51.0,71,45,100000,54,61
23,192,88,Right,55.0,27.0,32.0,33.0,51.0,71.0,59,81,90000,54,61
21,175,62,Left,61.0,51.0,44.0,59.0,43.0,54.0,49,56,100000,54,60
23,168,60,Left,61.0,38.0,52.0,59.0,40.0,46.0,50,37,90000,54,60
25,184,74,Right,58.0,24.0,32.0,30.0,56.0,58.0,54,65,80000,54,60
24,173,72,Left,66.0,46.0,50.0,57.0,28.0,45.0,48,49,90000,54,60
23,168,63,Right,63.0,46.0,48.0,55.0,26.0,43.0,65,36,90000,54,60
26,180,78,Right,57.0,23.0,33.0,40.0,53.0,63.0,62,70,80000,54,59
22,195,83,Right,52.0,58.0,38.0,49.0,17.0,63.0,60,75,90000,54,59
23,175,73,Right,72.0,52.0,42.0,57.0,27.0,51.0,60,55,90000,54,59
23,185,82,Right,59.0,24.0,30.0,36.0,53.0,62.0,57,65,80000,54,59
25,180,70,Right,60.0,34.0,47.0,46.0,53.0,63.0,64,68,80000,54,58
26,181,77,Right,54.0,23.0,28.0,30.0,57.0,59.0,55,58,80000,54,58
25,178,70,Right,66.0,45.0,52.0,54.0,52.0,54.0,61,52,90000,54,57
24,178,75,Left,51.0,46.0,51.0,59.0,41.0,57.0,55,59,90000,54,57
27,184,77,Left,62.0,24.0,36.0,35.0,56.0,62.0,62,66,70000,54,56
27,179,77,Left,64.0,24.0,33.0,46.0,57.0,61.0,62,59,70000,54,56
26,180,75,Right,58.0,41.0,46.0,52.0,52.0,55.0,55,56,70000,54,55
32,183,82,Right,67.0,49.0,46.0,53.0,52.0,64.0,74,60,50000,54,54
29,188,72,Right,45.0,54.0,53.0,52.0,40.0,58.0,65,65,70000,54,54
30,178,76,Right,58.0,42.0,50.0,57.0,57.0,69.0,73,68,60000,54,54
29,178,72,Left,64.0,25.0,45.0,46.0,47.0,65.0,75,63,60000,54,54
28,177,74,Right,53.0,51.0,49.0,51.0,54.0,68.0,71,71,70000,54,54
31,184,78,Left,70.0,25.0,35.0,44.0,53.0,62.0,65,60,50000,54,54
27,177,69,Right,65.0,42.0,53.0,56.0,34.0,43.0,37,46,70000,54,54
28,182,82,Right,59.0,53.0,38.0,52.0,24.0,60.0,51,68,70000,54,54
17,172,67,Right,64.0,46.0,50.0,60.0,33.0,42.0,38,43,130000,53,78
18,168,64,Right,66.0,43.0,50.0,65.0,40.0,52.0,52,54,130000,53,76
17,185,77,Right,53.0,55.0,42.0,48.0,20.0,51.0,50,60,130000,53,76
17,163,60,Right,74.0,29.0,42.0,46.0,49.0,51.0,58,52,120000,53,76
17,185,64,Right,68.0,37.0,52.0,52.0,29.0,42.0,55,33,130000,53,75
17,187,73,Left,60.0,27.0,38.0,54.0,48.0,52.0,60,47,120000,53,75
18,178,70,Right,69.0,44.0,57.0,51.0,36.0,51.0,70,47,130000,53,75
17,171,63,Right,67.0,48.0,49.0,60.0,33.0,46.0,65,37,130000,53,75
18,182,72,Left,63.0,41.0,48.0,50.0,51.0,62.0,64,63,130000,53,74
18,173,60,Right,67.0,40.0,52.0,55.0,47.0,49.0,61,42,130000,53,74
18,181,68,Right,73.0,51.0,43.0,54.0,23.0,46.0,57,48,130000,53,74
16,167,60,Right,65.0,40.0,50.0,60.0,46.0,42.0,45,33,130000,53,74
17,171,73,Left,68.0,26.0,34.0,53.0,50.0,48.0,58,40,120000,53,74
19,184,75,Right,53.0,23.0,35.0,32.0,53.0,59.0,52,67,120000,53,73
18,183,75,Right,58.0,25.0,32.0,37.0,53.0,60.0,52,66,110000,53,73
18,170,71,Left,69.0,48.0,49.0,53.0,27.0,40.0,45,41,120000,53,73
16,177,68,Right,67.0,27.0,37.0,50.0,51.0,57.0,55,58,110000,53,73
19,177,70,Right,72.0,43.0,45.0,59.0,24.0,36.0,51,29,130000,53,73
19,174,70,Right,57.0,34.0,53.0,57.0,36.0,52.0,62,46,130000,53,73
17,180,80,Left,65.0,47.0,54.0,61.0,40.0,46.0,41,48,120000,53,73
18,182,73,Right,57.0,35.0,44.0,49.0,51.0,58.0,66,58,110000,53,73
18,187,76,Right,69.0,49.0,48.0,54.0,26.0,49.0,46,59,120000,53,73
17,183,75,Right,55.0,53.0,38.0,50.0,22.0,52.0,59,56,120000,53,73
17,189,74,Right,54.0,27.0,34.0,37.0,53.0,60.0,60,62,110000,53,72
18,174,70,Right,68.0,45.0,53.0,58.0,46.0,43.0,34,47,120000,53,72
18,181,78,Right,65.0,47.0,55.0,49.0,36.0,53.0,45,60,120000,53,72
18,190,82,Right,63.0,28.0,28.0,32.0,54.0,65.0,56,76,110000,53,72
18,187,81,Right,69.0,51.0,47.0,54.0,19.0,43.0,50,43,120000,53,72
18,172,64,Right,69.0,46.0,45.0,57.0,23.0,40.0,51,37,120000,53,72
17,186,76,Left,64.0,30.0,40.0,49.0,51.0,60.0,52,67,110000,53,72
18,190,75,Right,59.0,26.0,34.0,33.0,54.0,57.0,52,64,110000,53,71
19,177,71,Right,55.0,53.0,41.0,53.0,19.0,47.0,34,53,130000,53,71
17,183,78,Right,61.0,53.0,45.0,58.0,18.0,61.0,59,75,120000,53,71
18,185,70,Right,64.0,23.0,36.0,40.0,54.0,56.0,54,60,110000,53,71
17,184,75,Right,56.0,58.0,41.0,51.0,21.0,48.0,64,44,120000,53,71
19,184,75,Left,58.0,26.0,33.0,37.0,52.0,59.0,56,64,120000,53,71
18,185,76,Right,69.0,33.0,42.0,51.0,49.0,59.0,60,62,110000,53,71
18,178,68,Left,70.0,26.0,39.0,49.0,49.0,58.0,63,58,110000,53,71
19,169,70,Right,74.0,46.0,46.0,56.0,27.0,48.0,62,46,130000,53,70
19,175,76,Right,66.0,40.0,56.0,51.0,33.0,63.0,71,66,130000,53,70
19,183,65,Right,63.0,40.0,53.0,54.0,42.0,53.0,55,50,130000,53,70
19,181,74,Right,73.0,25.0,35.0,50.0,49.0,51.0,52,50,120000,53,70
19,167,65,Left,60.0,26.0,35.0,52.0,53.0,46.0,56,39,120000,53,70
19,188,76,Right,58.0,27.0,29.0,32.0,55.0,57.0,51,59,120000,53,70
19,168,59,Right,68.0,46.0,50.0,53.0,47.0,48.0,61,38,130000,53,70
19,182,73,Right,60.0,44.0,57.0,51.0,41.0,45.0,49,44,130000,53,70
19,175,70,Right,54.0,55.0,39.0,54.0,19.0,46.0,50,47,130000,53,70
18,171,68,Right,69.0,42.0,52.0,58.0,30.0,40.0,49,38,120000,53,70
19,185,80,Right,66.0,30.0,32.0,37.0,52.0,64.0,55,75,120000,53,70
17,175,65,Right,69.0,54.0,48.0,58.0,18.0,45.0,48,44,120000,53,70
18,178,75,Left,60.0,45.0,52.0,58.0,47.0,54.0,48,58,120000,53,70
19,179,70,Right,73.0,45.0,48.0,53.0,24.0,47.0,52,47,130000,53,70
18,177,63,Left,64.0,49.0,53.0,58.0,42.0,41.0,34,40,120000,53,70
20,176,64,Right,71.0,46.0,52.0,56.0,35.0,56.0,72,52,130000,53,69
19,176,62,Right,74.0,47.0,50.0,57.0,29.0,34.0,44,31,130000,53,69
19,192,84,Right,56.0,49.0,39.0,51.0,23.0,54.0,33,70,130000,53,69
19,178,75,Left,64.0,25.0,33.0,49.0,52.0,57.0,60,57,120000,53,69
20,180,65,Left,65.0,51.0,52.0,56.0,26.0,42.0,43,45,130000,53,69
19,180,75,Left,65.0,46.0,48.0,54.0,47.0,49.0,45,57,120000,53,69
19,174,63,Right,65.0,46.0,54.0,54.0,38.0,39.0,41,34,130000,53,69
18,184,72,Right,63.0,26.0,35.0,49.0,49.0,61.0,64,62,110000,53,69
19,170,64,Right,56.0,58.0,38.0,47.0,19.0,45.0,69,38,130000,53,69
19,188,79,Left,67.0,26.0,39.0,42.0,52.0,63.0,61,69,120000,53,69
20,191,78,Right,58.0,26.0,28.0,39.0,55.0,57.0,59,58,120000,53,68
21,170,54,Right,69.0,43.0,46.0,61.0,24.0,38.0,47,37,130000,53,68
20,181,74,Right,64.0,51.0,39.0,51.0,18.0,56.0,52,64,130000,53,68
19,180,70,Right,65.0,26.0,32.0,36.0,54.0,56.0,53,59,120000,53,68
19,181,72,Right,67.0,43.0,53.0,56.0,42.0,53.0,59,54,130000,53,68
18,178,74,Right,50.0,21.0,29.0,34.0,54.0,52.0,40,53,110000,53,68
18,178,70,Left,69.0,54.0,48.0,54.0,19.0,45.0,50,46,120000,53,68
18,193,74,Right,60.0,23.0,34.0,41.0,50.0,66.0,55,75,110000,53,68
19,187,80,Right,59.0,35.0,36.0,36.0,52.0,61.0,52,71,120000,53,68
21,187,80,Right,66.0,29.0,45.0,47.0,50.0,67.0,65,74,120000,53,68
20,173,70,Right,67.0,52.0,44.0,58.0,22.0,47.0,54,47,130000,53,68
18,178,68,Right,58.0,50.0,58.0,58.0,37.0,55.0,52,63,120000,53,68
17,187,70,Right,65.0,35.0,45.0,44.0,53.0,42.0,46,40,110000,53,68
18,178,71,Left,84.0,28.0,34.0,51.0,48.0,54.0,55,56,110000,53,68
17,190,83,Right,59.0,27.0,40.0,45.0,52.0,59.0,48,74,110000,53,68
19,184,82,Right,64.0,28.0,30.0,36.0,53.0,62.0,63,70,120000,53,68
17,186,78,Right,61.0,23.0,27.0,40.0,54.0,59.0,62,62,110000,53,68
20,177,73,Right,75.0,44.0,43.0,56.0,23.0,60.0,51,58,130000,53,68
18,183,76,Right,69.0,29.0,39.0,48.0,50.0,60.0,61,66,110000,53,68
17,182,68,Right,60.0,27.0,34.0,38.0,53.0,60.0,60,63,110000,53,68
20,175,64,Left,69.0,30.0,42.0,50.0,50.0,55.0,54,57,120000,53,67
21,185,77,Right,67.0,49.0,42.0,57.0,20.0,63.0,54,70,130000,53,67
19,185,76,Right,55.0,26.0,31.0,35.0,53.0,60.0,56,66,120000,53,67
19,172,69,Right,68.0,40.0,57.0,52.0,38.0,44.0,44,45,130000,53,67
20,169,67,Left,77.0,50.0,44.0,58.0,23.0,48.0,55,44,130000,53,67
19,188,79,Left,62.0,25.0,37.0,50.0,51.0,57.0,53,61,120000,53,67
19,179,82,Right,76.0,51.0,42.0,52.0,20.0,60.0,50,67,130000,53,67
18,185,78,Right,68.0,24.0,40.0,45.0,52.0,56.0,54,58,110000,53,67
19,182,65,Right,59.0,39.0,46.0,52.0,50.0,58.0,57,58,120000,53,67
20,182,70,Right,55.0,26.0,40.0,38.0,52.0,59.0,52,66,120000,53,67
18,188,79,Right,57.0,34.0,45.0,51.0,51.0,60.0,45,67,110000,53,67
19,175,70,Right,63.0,48.0,49.0,53.0,38.0,53.0,64,47,130000,53,67
18,185,71,Right,60.0,27.0,40.0,42.0,51.0,64.0,55,69,110000,53,67
20,185,75,Right,60.0,29.0,40.0,36.0,53.0,60.0,59,66,120000,53,67
19,168,56,Right,66.0,24.0,39.0,51.0,49.0,44.0,58,35,120000,53,67
18,178,70,Right,64.0,55.0,36.0,50.0,19.0,48.0,55,48,120000,53,67
21,197,88,Right,58.0,25.0,33.0,39.0,52.0,62.0,58,69,120000,53,67
19,176,65,Right,71.0,42.0,45.0,58.0,27.0,42.0,50,38,130000,53,67
21,173,68,Right,59.0,42.0,53.0,55.0,42.0,55.0,61,54,130000,53,67
19,174,71,Right,59.0,48.0,48.0,54.0,51.0,55.0,59,51,130000,53,67
21,175,67,Right,56.0,37.0,50.0,54.0,50.0,53.0,66,47,110000,53,66
19,178,72,Right,68.0,50.0,48.0,56.0,43.0,54.0,60,56,110000,53,66
21,190,84,Left,56.0,27.0,29.0,32.0,56.0,59.0,62,60,110000,53,66
21,183,79,Right,56.0,25.0,33.0,33.0,55.0,59.0,58,62,110000,53,66
20,177,66,Right,74.0,46.0,44.0,56.0,27.0,47.0,66,43,110000,53,66
19,179,75,Right,64.0,43.0,51.0,59.0,36.0,48.0,58,47,110000,53,66
